Dendrometer,Timestamp,Radius,max,twd,gro_yr,frost,flags,version
ET1a,2022-07-27T16:15:00Z,1323.637919442577,1323.637919442577,0,0,FALSE,NA,0.1.4
ET1a,2022-07-27T16:30:00Z,1323.3662367825928,1323.637919442577,0.27168265998420793,0,FALSE,NA,0.1.4
ET1a,2022-07-27T16:45:00Z,1323.3662367825928,1323.637919442577,0.27168265998420793,0,FALSE,NA,0.1.4
ET1a,2022-07-27T17:00:00Z,1323.0945541226088,1323.637919442577,0.5433653199681885,0,FALSE,NA,0.1.4
ET1a,2022-07-27T17:15:00Z,1323.0945541226088,1323.637919442577,0.5433653199681885,0,FALSE,NA,0.1.4
ET1a,2022-07-27T17:30:00Z,1322.8228714626246,1323.637919442577,0.8150479799523964,0,FALSE,NA,0.1.4
ET1a,2022-07-27T17:45:00Z,1322.5511888026406,1323.637919442577,1.086730639936377,0,FALSE,NA,0.1.4
ET1a,2022-07-27T18:00:00Z,1322.2795061426564,1323.637919442577,1.358413299920585,0,FALSE,NA,0.1.4
ET1a,2022-07-27T18:15:00Z,1322.2795061426564,1323.637919442577,1.358413299920585,0,FALSE,NA,0.1.4
ET1a,2022-07-27T18:30:00Z,1322.2795061426564,1323.637919442577,1.358413299920585,0,FALSE,NA,0.1.4
ET1a,2022-07-27T18:45:00Z,1322.5511888026406,1323.637919442577,1.086730639936377,0,FALSE,NA,0.1.4
ET1a,2022-07-27T19:00:00Z,1322.5511888026406,1323.637919442577,1.086730639936377,0,FALSE,NA,0.1.4
ET1a,2022-07-27T19:15:00Z,1322.5511888026406,1323.637919442577,1.086730639936377,0,FALSE,NA,0.1.4
ET1a,2022-07-27T19:30:00Z,1321.464458162704,1323.637919442577,2.1734612798729813,0,FALSE,NA,0.1.4
ET1a,2022-07-27T19:45:00Z,1321.19277550272,1323.637919442577,2.445143939856962,0,FALSE,NA,0.1.4
ET1a,2022-07-27T20:00:00Z,1321.19277550272,1323.637919442577,2.445143939856962,0,FALSE,NA,0.1.4
ET1a,2022-07-27T20:15:00Z,1321.19277550272,1323.637919442577,2.445143939856962,0,FALSE,NA,0.1.4
ET1a,2022-07-27T20:30:00Z,1320.9210928427358,1323.637919442577,2.71682659984117,0,FALSE,NA,0.1.4
ET1a,2022-07-27T20:45:00Z,1320.9210928427358,1323.637919442577,2.71682659984117,0,FALSE,NA,0.1.4
ET1a,2022-07-27T21:00:00Z,1320.6494101827518,1323.637919442577,2.9885092598251504,0,FALSE,NA,0.1.4
ET1a,2022-07-27T21:15:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T21:30:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T21:45:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T22:00:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T22:15:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T22:30:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T22:45:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T23:00:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T23:15:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T23:30:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
ET1a,2022-07-27T23:45:00Z,1320.3777275227676,1323.637919442577,3.2601919198093583,0,FALSE,NA,0.1.4
